logFC_RCCD1OE.CONTROL	padj_RCCD1OE.CONTROL
CPS1	-0.925569732765323	1.78676707250964e-08
ABCC2	0.721868495401134	0.00114174612957334
DEPDC1	0.634187878388984	1.29073870754699e-05
RRAGD	-1.47108949512749	1.75829762121506e-21
HSF2	0.528573673389577	0.000148918472741077
HSD17B6	-0.77144296013366	0.0151459284695119
NR1H3	0.577249264505557	0.00821197361824586
RTEL1.TNFRSF6B	0.971351529340851	5.35683581850104e-06
AGPAT4	0.661073389745173	5.06975567190589e-09
BTN3A1	0.503429343728834	4.83071872957489e-05
TBPL1	0.53078398113071	6.25851201474715e-05
ANK1	1.90004166177247	3.69834076131306e-62
IKZF2	0.693657087422613	2.22399650224573e-05
SLC4A7	-0.53425937288274	1.8745916667032e-05
MAP2K3	-1.01301675683451	2.29692977558103e-19
MYOC	-2.16013107957037	0.021247710519442
VCL	-0.585445514598288	3.70077080560534e-09
TIMP2	-0.596754560527825	2.25019496962217e-09
RPL26L1	-0.546442111997276	6.94143482464261e-05
SPDL1	-0.500352192492752	5.08737825921883e-05
RTN4R	-0.596997633139999	0.0071901783270302
TNC	0.527049525551713	6.73701391907739e-08
AIFM2	0.839218196962607	0.000219564371098146
ZIC2	-1.72033771360785	0.0035483076598038
GPM6B	0.748256950352015	0.000141311574551393
ARAP2	-1.03195654892654	5.02521433606877e-22
CP	-0.778748896174019	0.00214694377010006
ARHGAP6	0.716429869754698	0.0323835189240849
NOP16	-0.647593328798049	5.87148540173977e-07
RRM2B	0.506296476751606	6.38153044939354e-06
COL9A2	-0.57370638619688	0.000474609822113642
ADAMTS6	0.7076685237072	1.24679563268702e-05
TNFRSF9	0.569798580790627	3.91505686877826e-06
EPN3	1.44145620679556	1.95683235693057e-07
PPP1R3F	0.705826056392645	1.18329055297806e-05
HERPUD1	0.586160574077581	5.91332940539027e-08
POLQ	0.572945731520727	0.000205044757815115
CYBA	-0.601403008147418	2.42105183569507e-05
PRSS8	2.25359359626665	0.000185136725106605
FNIP2	-0.532280841303182	7.75211062891573e-05
LY75	1.96516967196658	3.53497245495643e-24
FOXC1	-1.14840322488536	8.29095462684084e-22
ATP9A	-0.690884472238142	3.5652186898397e-11
EIF2AK2	0.610300039803597	3.53258841365138e-09
MCOLN3	-0.619254731814225	2.95596505478514e-05
NPFFR2	0.70619616494781	0.00117796074803547
TRAF1	-1.7123870226913	6.39365637445901e-30
GYG2	-2.39651857442386	3.80360681724794e-27
TMCC3	1.23907794642734	6.08220360155696e-17
RASGRF1	-0.698173604372235	0.00214694377010006
ATP2B4	-0.569279470720834	3.31794980072329e-08
FLYWCH1	0.512452105262176	0.000105010132080432
PARP12	0.659454750937066	1.30065250605663e-09
MXD1	0.736573811354949	5.01588118395109e-06
CCAR1	0.541275527240026	7.60291736947698e-07
PTPRU	-0.805499567628191	3.67535865314689e-11
LZTS1	-0.52188743246804	4.51600094158511e-05
GUCY1B3	-1.13529780688532	3.26388129264813e-08
CDH3	1.39424055792406	5.26285274607885e-12
SLC6A16	1.13256570383478	0.000621362869265049
SPHK2	0.510077794925639	0.00960972130122021
GPC1	-1.09501925258705	2.96641766925162e-20
WISP2	-1.35227077026458	0.000180797732129719
NGFR	-2.34564538091671	4.30095249139159e-19
LPAR2	0.650557855789909	0.000257866100401137
ABCA7	0.639140412228365	5.63258340870761e-05
ERBB3	1.03793583351594	1.05642811070997e-05
MYLK	-0.727838017907201	5.75555488265392e-13
PRKCQ	-1.48710257803475	0.0086131230645227
TLE2	-1.39255229020566	7.07801374939066e-06
PDE4A	-0.560634687732394	0.0049262956951288
TIE1	-2.29226830180329	5.99170102914766e-40
ASPM	0.728271118498196	4.80673652061769e-10
ISOC1	-0.745881948405389	1.27685696933288e-08
STAG3	1.8099633504997	1.2043054231124e-25
PFKP	-0.547787231605277	8.79223685422816e-08
SP100	0.607062188553913	1.0188163023401e-08
SYT1	0.514273264502268	0.000567411719580483
NAV3	0.561812343779692	0.000321738710703076
PDZD4	-1.61085453783172	0.000277316662330085
CBFB	-0.885160813406752	4.35522221086688e-15
FGFR3	-2.71529830070147	1.03833079821078e-19
IFI35	0.604753934205835	1.98218623821058e-07
PLEKHH3	0.544769560470767	0.00290059854376215
MEF2A	-0.580966781611677	1.32971599110479e-07
INPP5A	-0.622397781611255	3.88394116860468e-07
BCL3	0.663130611751516	1.91070803999407e-05
MAOB	-5.2144379204918	7.7817648587765e-07
TGFBR3	1.4092855300531	5.57916830293924e-22
RAB27A	-0.669913097321244	7.504935616254e-08
FSTL3	-0.644791714980434	6.35156291179736e-10
ST6GALNAC1	-0.670888439743004	0.0156143594439704
AP3M2	-0.60451913068526	7.80325911730282e-06
TESK2	0.676349052656903	0.00617731771118341
CAMK2A	-0.878654078218324	2.27378919691296e-08
RPL31	-0.62473085599307	3.09563404039069e-09
LMCD1	-0.556192608313882	0.000270945803924485
CYBRD1	-0.507027382060873	2.45842965688933e-06
ZFYVE26	0.667425389830607	4.53104796344602e-09
LIMS2	-0.724164422361591	1.69876519202095e-07
SPEG	0.510366555827551	1.03819795933481e-05
LNX1	-0.781696807364106	0.0260634286029497
RHOBTB1	-0.781677872324407	1.2027623440836e-08
STK10	-0.754917528610777	2.59717677375133e-12
MOV10L1	0.563860316557188	0.000209721154121273
GSDMB	1.56480577243002	1.13792249056035e-18
ADAM11	-2.51639182222417	0.000109793083917093
FERMT2	-0.710903826169961	6.76966923104079e-12
PICALM	-0.629913860596783	7.33756829072123e-10
CA12	-0.711604513664497	2.76020376238364e-10
NTN4	-0.558975565199384	6.61980581966031e-07
TXK	0.592081555775533	2.05915871374986e-06
GTSE1	0.761846791837607	4.40811694745344e-08
CELSR1	-1.17178545207717	1.47897146484195e-22
ADD2	-1.79840650414616	0.000738812248203316
FOSL2	-0.539042286234962	2.54998534289017e-07
PLD1	0.60438072798776	2.21140570548997e-05
WDR62	0.800135210631902	5.46927594949777e-08
SEC31B	0.851286152222022	3.78741281452429e-10
MCM6	-0.538007296743398	1.45985771344898e-05
PLXNA2	-0.53137783029065	1.40906240254128e-05
SPAG5	0.539316915137267	3.51834066972653e-05
ACACB	0.59967462296647	7.08822270826546e-05
CAMSAP3	0.671231861983671	0.000955197784176783
RAP1GAP	-1.35718125302533	2.44627014294403e-30
RARB	0.868869185657111	1.3549805314993e-12
PPP1R12B	-0.693475739149228	1.07973586123031e-09
IL4R	-0.721331734638769	9.6061786543197e-11
PAK3	0.739556959666439	2.65709378166999e-07
APBB1IP	-0.664357106984806	5.32638187683468e-07
ACTN2	3.37967937566572	9.71951498377209e-17
GPR137B	-0.598547221251808	2.17698584183293e-05
NAALAD2	0.757048667414335	0.000483881777545867
FGFR1	-1.44816494070807	2.45117473577231e-29
LAMP3	1.81451103926623	2.62018332272308e-38
EDN1	-0.641015384049261	1.48244859058958e-09
ITM2A	1.09303643598006	0.00888657846155444
RUNX1T1	1.6973254548083	4.24399497934725e-16
SLC1A3	0.51737371427793	3.22666617545931e-06
SP140	0.844050457787205	2.77785468214343e-05
TNS1	-1.54678744370746	5.07668918505746e-52
CDC14A	-0.553370544627381	0.00108065174436227
CEACAM1	1.30070804918121	6.35156291179736e-10
PTPRH	-0.549559542195466	0.00161221751814869
RFX3	0.565557038689532	0.00552179175931663
MOK	-0.651247310807953	4.94319229860362e-09
NDC80	0.534369805794379	0.000242418599739279
TCF7	-1.5701383868791	1.03628739546966e-34
ARG2	0.992717680474087	8.65254456069317e-10
MEF2C	-1.41314676383507	1.82126101204996e-20
SLC13A1	4.92121489337061	6.34170962657003e-05
P2RX5	-1.77702292745605	0.000364838695163919
SLCO1A2	0.533567782622313	0.0215048474056996
NKAIN1	-1.33211654043737	0.0309544753583972
EFR3B	-2.19078752713671	1.37712202044052e-27
CD82	0.622426095845499	8.24453445303106e-08
MAP3K4	-0.617246863939883	1.75167888157308e-07
PILRA	0.801718317731373	0.0121090135383937
AKR1B1	0.98941550297298	4.77372666040958e-24
FOLH1	4.38203647428874	0.00724246015903257
SNX10	-0.924343574150361	2.95202505078687e-06
NOX4	-1.04759469181277	8.45997150248307e-11
ACOX3	-0.573570114953917	0.000411576432409815
FTL	-0.6232888332833	9.56311396685752e-11
ADAMTS2	-0.66314790432412	1.27869112532903e-10
GNAO1	-0.565556763755211	1.84900285849444e-05
TXNDC16	-0.521934744255502	0.000298792826588182
NID2	0.576885248032129	4.12611570828901e-08
KLHL42	-0.508908442598344	2.03201509199675e-05
PTHLH	-1.13137198168342	2.25152327835331e-27
AURKA	0.734320866872872	4.21989412990856e-09
EPB41L1	-0.549815584226874	5.42403577533326e-06
DOCK3	1.26070241143449	7.19397500011424e-18
C3orf18	0.571917139037872	0.00198475817804361
SMOX	-0.791928920340137	1.09256930862453e-08
SLC4A11	0.765491715521247	2.07929583674634e-11
EBF4	-0.86178581099346	1.99252116510674e-07
LZTS3	0.512714532741651	0.000110897981577864
OAS1	1.15382824798431	6.06181809707898e-29
RPLP0	-0.504502432288012	4.42629895461821e-07
SIRT4	1.8219873388403	1.44208426950132e-06
LTBP4	0.596373454721457	2.78573107034123e-06
TFAP4	0.567408881203017	0.0074901669863457
THPO	0.780025373880443	0.00203112739173636
FLT3LG	0.747852501685182	0.000136780311619288
CERS4	-0.658559313916225	0.000711437085168354
PITPNM3	-0.872839878264873	2.89194945881728e-13
TYRO3	-0.912116949192809	7.64612519055391e-11
CAPN3	0.657895327375394	0.015674439152964
PHGDH	2.09297865974202	7.11744577063917e-48
EZR	-0.644838703811865	8.26061378718641e-12
MAP3K1	0.551524125897629	1.39147949043827e-05
HOOK2	0.593721178799793	0.000106196305313277
PTGS1	2.00108428284644	0.0104963473155016
SEMA4G	0.920597936413694	6.26851293692162e-06
SORBS1	0.959854235621879	8.34623794904964e-15
IL11	-1.11946001574186	4.95454211418614e-14
HIVEP1	-0.783250632903993	5.20702990945844e-13
FKBP5	-0.652113607051966	1.13152475366448e-07
ITPR3	-0.774558484213987	7.93602779313849e-14
DSP	-0.547526892154448	3.93235890177522e-08
CDC7	0.579737346004372	0.000457540149704979
PCSK5	0.50334752453065	0.000102299635184509
SCD	0.727954736737248	1.87151814769606e-12
ABLIM1	-0.959706536204754	5.02439868248658e-20
MZF1	0.763913522539269	4.92202996073711e-07
HCN2	-2.61338318242017	1.07509719848607e-38
GADD45B	-0.888044418753582	4.38015192531366e-15
PALM	-0.635164013595377	3.76533267243159e-07
MMP11	-1.10177006054736	9.96198737471216e-06
SUSD2	-0.979768227777807	0.0146968154699467
GGT5	-4.69156460815345	0.00069665302811281
SEC14L2	-0.896761755461979	3.89800847344599e-16
YPEL1	-0.788160603411425	0.003763278980292
SLC35E4	-0.584252540209199	0.000698866347881505
TOP3B	0.956554849043096	5.63881757389085e-14
MFNG	0.91006694142439	6.24152062022422e-05
LRP5L	0.683033941479142	0.00482350079692371
GCAT	-0.940797228082474	5.32126334819258e-06
X3.Sep	-0.946155434607171	0.00365599597289011
TPTEP1	3.08359214800866	0.00269906533268622
CYP2D6	0.94797784558684	0.0379560643870999
RAB36	-0.767388458727643	9.30487732725469e-07
BIK	-0.628335699467206	0.00396108770735608
HMOX1	-1.29617149512287	2.37176183188817e-28
RASD2	-1.68837628589299	9.01772294913475e-18
PDGFB	-1.15845883989575	3.09374521772225e-28
RPL3	-0.686777222465075	8.38535590644379e-13
PNPLA3	-0.647399571216381	0.0479267387829886
TXN2	-0.528695238633905	9.5692616665927e-06
TNRC6B	0.693407308983099	5.48214306378788e-09
FAM118A	0.581036135029159	1.25215394478521e-05
TRMU	0.507511368992146	0.000486221400352505
CERK	-1.0556429784483	1.2360481176442e-17
COCH	1.76539076448633	1.51561280717889e-14
C14orf105	0.961441091055551	0.0453641298015633
PLEK2	-0.507015584473427	0.00113231001896214
SAMD15	-0.901091637800352	0.00069665302811281
GALNT16	-1.9401506184064	1.83974767359656e-06
HIF1A	-0.536212142323639	1.1810540831471e-07
BDKRB1	1.70831685224	0.00133244240609008
PAPLN	2.08710388620332	6.66608713596189e-08
NFATC4	0.932298396470793	6.18696154919467e-12
NFATC2	-1.04962533584711	0.0035036519704498
PABPC1L	1.20218386928409	2.21945036763345e-19
SALL4	1.34699300169248	0.000184765988978334
DOK5	-0.880232390723906	0.0380929335504912
NKAIN4	-4.11534750554578	6.53096228476666e-10
TRIB3	1.12214721459543	8.63260020869657e-12
RASSF2	-0.878216400396386	1.05672189946287e-05
MYLK2	-1.60010477117408	9.31486095076011e-14
FERMT1	-0.52753078771442	0.000151633671882679
MYL9	-0.534157066268848	9.07504775186242e-08
TLDC2	1.94805941566	4.7124069687367e-16
SAMHD1	0.684000304044514	1.76182959471425e-11
SNTA1	-0.958653491684961	4.20282298721548e-12
WFDC2	1.00044546431588	0.0381564876237702
FAM83D	0.505393593356475	0.000565244797381182
METTL4	0.537499350037795	0.000441129569494125
SMAD7	-0.70185150727113	6.23719679714462e-09
LAMA1	-0.919148002267816	2.6123698846726e-13
RNF125	-0.890324355430535	2.19333875612829e-07
VSIG1	0.777576631770311	0.00192245730875145
MID1	0.618944774696084	1.16319199544358e-09
CHRDL1	0.990663255888421	3.40497284200372e-07
MTMR8	-1.17810737667686	0.00123381246822049
KCND1	0.572716729173315	0.00221534586227755
UBL4A	-0.544055393095794	2.04969503803672e-05
GABRE	0.8398404000038	2.55792010662705e-12
KLF8	0.761321700021593	1.4909926877891e-09
NALCN	-1.57647397005491	7.17013785157383e-19
TNFSF13B	1.37487067028324	4.49797526269743e-15
FGF9	0.811019428254363	3.00190199792689e-05
SLC25A15	-0.621664795644062	0.000363171980409792
TSC22D1	-0.501308616904213	3.65154838183973e-06
HSF4	0.70928552114543	7.30801725894616e-05
CORO1A	-0.539931402473499	0.0132257917339944
ZNF423	1.25103512023499	6.72663517771181e-06
MMP15	-0.549793367771963	0.000192435797784009
CCDC113	-1.30811927494345	0.00361408683811104
SLC7A6	0.687089445247816	1.21616232619087e-06
CRISPLD2	-0.837185902525932	6.63757752495009e-17
FOXF1	1.30342034471871	0.000205093968957235
PRSS33	-4.24073775393896	8.60564711795212e-12
QPRT	0.968551395510191	4.31657269504552e-18
ACSBG1	4.07312780066229	0.0344086921271846
CTSH	-1.10831534775438	1.37335289782449e-13
HOMER2	-0.705768486733053	2.08883298201925e-10
TGM5	1.01903575062633	0.00636784664689633
PDGFRL	0.817155192025147	8.63616645346187e-09
EYA1	1.44143203455368	0.0370810919618734
CALB1	2.35693348323588	2.06518452387475e-07
PLAT	1.46327733482776	2.33520478766624e-08
EIF3E	-0.612079035206484	4.11611070030017e-09
ESRP1	1.81262253023828	1.53435212982794e-05
NDRG1	-0.905564095314224	2.35769851265316e-14
IL7	0.674284783505479	0.00610919617496662
NCALD	1.04641455685369	0.0263992791633451
MTMR9	-0.523292001130109	3.11758343944368e-05
NEFM	2.69348045589372	0.00127143826379627
KCNN4	-0.62688261764813	0.000162232859676755
KCNA7	-1.32554396103189	0.00250952136688712
RELB	-0.647966296660105	3.2737448298293e-07
KLC3	-0.547219330027978	0.0039481470708251
AMH	1.62769727326344	2.4542144380337e-08
DMPK	0.64583119807582	6.42681494788338e-06
NOVA2	-1.18033594855135	5.40353633114359e-15
IL27RA	-1.8560851191389	1.00383006860515e-36
OLFM2	-0.541257285442706	0.0463451757734727
DYRK1B	0.516178380594283	0.00280080645020782
SLC1A5	0.525247598509191	3.9389159555801e-06
PRKD2	0.75175893705584	1.28059426566753e-09
BBC3	1.25726063973319	1.24220622605516e-12
GLTSCR2	-0.545235851008053	7.95902575644878e-06
ETFB	-0.606936873614499	2.18283562944555e-05
CARD8	0.622640976518371	4.77842414738371e-06
RAB3D	1.17525990718044	1.47416669477149e-13
DBP	1.43758372538131	2.07523232700896e-06
CAPS	0.94184475721984	2.16189262264479e-06
JAK3	1.55920850847973	0.0256151994040459
COMP	-4.09644707709329	0.028111422609583
TMEM59L	-0.619563251416539	0.0366522216641198
LSR	0.606521743458087	9.64147729125848e-06
SCN1B	-0.753763962752879	0.000110697326915695
ETHE1	-0.65293836165943	2.0936641582654e-07
SMG9	0.547087337841548	8.46884888098475e-06
CFAP69	-0.897336340825657	0.00343435268362575
RASA4	-0.541142664829742	0.0143145120991031
TFPI2	-0.823432359744801	7.08884561165324e-10
NAMPT	-0.531918809579242	5.26589002913227e-07
DLX5	-1.50031010389539	0.00454520338768197
CAV2	-0.523842246804525	1.66695071041792e-06
HOXA2	0.758296611731437	2.06726783421049e-06
LFNG	-0.50506092933772	0.000656319697890169
HOXA13	-1.33399748513863	0.0403460093128943
CPVL	-0.63031973038475	8.88608325444441e-05
ABHD11	-0.751950654256634	2.36908453757341e-06
PCOLCE	0.561173441175336	0.0198577361395073
AGFG2	1.06830316541638	1.86741830185612e-17
SERPINE1	-1.46405324532724	5.37578470702938e-61
CLDN15	1.20300602611833	1.30366802909e-12
GLCCI1	1.15020333287888	6.85706840135349e-11
ZNF862	0.70210760766312	1.01445293580736e-06
SFRP4	-0.906441998102361	0.00126291168996584
MEST	0.57378275474167	0.00319867378481665
GIMAP2	0.715255131848414	0.000281671166037101
CLIP2	-0.611934331686298	9.28550111915229e-08
TRIM14	0.525110813817829	5.38112453778742e-06
TLE4	0.801633387841092	1.81556572670555e-11
SUSD1	0.505942279668833	0.000941187379472273
DNM1	1.37425903266432	3.09611778010132e-15
DDX58	0.68089096257931	5.9875436506721e-11
APBA1	-0.838548624994582	3.60504718328301e-07
GATA3	1.01708093848356	4.45440905764275e-10
PHYH	-0.574572872936574	7.03791143756896e-05
RASSF4	0.931351850675712	6.17024414796615e-12
CUBN	1.12592363220805	0.00278197807621412
PALD1	-1.118780382332	0.000403881414985372
UNC5B	-1.83600325059605	2.93746269300474e-48
C10orf54	-0.50116984051814	1.31404583693978e-05
SPOCK2	1.51020899087408	7.17291468254734e-07
ACTA2	-1.08765535509884	6.46935714638294e-27
KAZALD1	0.538118519173356	0.0390141735246492
LHPP	-0.658987135747617	6.60241535646108e-06
NEURL1	0.938097125239731	0.0176940879444419
MAP3K8	0.644497398998357	4.9784164719107e-05
ZMIZ1	-0.860975627019632	1.01468197642409e-16
KRT23	-0.87003051156012	1.21765195475688e-10
RPL19	-0.526390727684687	2.56973146727102e-07
RAPGEFL1	1.28659170665943	8.90718211622345e-15
RGS9	-0.626379657644312	0.000973291333371654
RNF43	2.41945447651275	1.15052343066976e-05
MTMR4	0.763160811035938	1.21765195475688e-10
TUBD1	0.815045031001587	4.86735879813627e-06
CAMTA2	0.575132086703679	1.57849452315108e-06
HOXB6	0.960835831334997	6.25140698056601e-09
ENO3	1.10153603153484	4.95043379139979e-11
RASD1	-0.845198732525818	0.0152448798137979
CYTH1	-0.632451414181364	1.71385913653737e-09
DHX58	0.886637751786081	1.02780698954686e-13
KAT2A	0.955772103197742	6.73785802794182e-16
CNTNAP1	0.799341663381762	8.04186507908939e-12
EZH1	0.506007131667387	0.000155850160682265
PTGES3L.AARSD1	1.75966714745347	0.00467510828177208
HDAC5	-1.128261220852	1.35791998073663e-14
SLC16A6	-1.59103123126033	0.000103333378218591
EFNB3	-0.524248688550603	0.000142291333428515
DHRS7B	-0.509116014139556	0.00110754613883544
MYH3	1.04414512057192	0.0199367731157781
VTN	-0.625477812020417	0.00239259619027589
PMP22	-1.43523027270906	1.08294376236387e-26
ALDOC	2.23396212293196	0.0409949801734429
KIAA1211	-0.816264958219238	3.15342994052331e-07
CPE	-0.627277524939426	1.05601018105691e-08
RPL34	-0.612848280132454	9.07899550624349e-09
ANXA10	0.604872652138912	0.0124950287478738
FBXW7	0.531723485896014	5.45898092020008e-05
NEIL3	0.594345561798539	0.000850922451711266
FAM149A	-1.00016636747756	3.6059342509361e-05
UGDH	-0.512178361981107	1.51827568103056e-05
CRYAB	-0.923986154936889	1.74359337458598e-10
FNBP4	0.65064193590845	6.66331092789641e-09
VWA5A	-0.938220483648673	7.32931183530962e-09
SIAE	-0.711521306010852	1.50503439206287e-06
LPXN	0.551093712473198	0.000192435797784009
DTX4	0.546447166113943	2.61858322137323e-05
ST3GAL4	-0.611702052745287	1.09289035735361e-05
CPT1A	-0.506684005753176	3.14293451189724e-05
CCND1	-0.628354878510179	3.94624055678167e-10
CHORDC1	0.688026739218223	1.18919466961352e-09
FOLR1	0.766424689119855	0.001232957002621
ANAPC15	-0.616373416553872	2.41643782620567e-07
FOLR3	-0.789231955278421	1.41786934809659e-06
IL10RA	1.85557329859912	1.7292777317203e-05
SLC15A3	0.802756311645565	8.33694421197002e-10
ACCS	0.711712507956101	1.8114694890868e-05
MDK	1.33451007798642	6.30073907424359e-16
CHKA	0.678830545774023	7.80979899398443e-06
CLEC2B	-1.32522924806244	7.72333863086959e-05
TSPAN11	1.03115915664494	0.00378606077042596
CYP27B1	0.902905417107286	0.0299009437690061
KRT18	-0.78987121819609	2.39006120423132e-15
GLI1	-1.51755063230526	1.17646483535476e-17
FOXM1	0.885403576938009	2.40574715538032e-15
GPRC5D	1.05455993597483	0.00950032691122052
OGFOD2	0.678203946542062	0.000107653252160502
OAS3	1.05588797863028	1.79375946594374e-27
OAS2	1.07785021285515	2.18182888612749e-27
RASAL1	-1.9214633536609	0.0128498592486078
GNB3	1.19102370027201	8.03948986886894e-13
CDCA3	0.774808707349104	4.25726233207751e-08
PTPN6	0.976811573459285	1.15540755286639e-07
SLCO1B3	0.798592164535322	1.38727588260431e-09
ST8SIA1	1.38889005915035	8.23456391381302e-07
NEDD9	-1.19355925773019	1.39934629871675e-26
ADTRP	-0.752830888301515	0.00221743296580481
NCOA7	0.611157457029929	3.94686018647318e-07
FAM65B	-1.70828170254087	1.6435160110115e-05
UST	0.636866909605008	5.78968175902797e-07
ULBP1	1.98893795862134	0.0120097611492085
PPARD	-0.503244401581439	2.46340978845263e-05
MDGA1	-0.963689608185888	4.88287119621839e-13
CD83	-1.7569545111857	1.40143810529164e-29
BACH2	-1.38759160907409	2.10417635562847e-28
RBM24	-0.599330701408569	4.89785621145665e-06
RAB23	-0.819370975444285	4.93307055322492e-12
ALDH5A1	-0.804044072179206	6.53841025111031e-08
VNN1	1.23158116473209	1.04545294159964e-12
RPS12	-0.650994667294629	5.42103789841709e-10
SLC22A2	-0.945675124515567	1.09242068189784e-06
MDFI	-1.04643537826367	1.13152475366448e-07
SRF	-0.761530993811824	1.11114410136771e-12
TTK	0.60894198738159	1.56951548412348e-05
LAMA4	-0.857923273650288	1.40450142579871e-11
PCDHB2	0.502138988553209	0.00406226270300567
SEMA5A	-0.742046008994855	1.66642824240251e-09
HBEGF	-0.931862618712479	2.99684101807883e-15
PCDHB15	-0.625071772966589	0.000282004214325372
THG1L	-0.525396733432629	0.00027059297576539
POLR3G	-0.51571450240802	0.0326185606579134
ARRDC3	-0.766727002524727	3.00316140155353e-09
NPR3	-0.649931413171442	0.0141946488258797
FAM172A	-0.735759201408078	2.39101709918252e-08
SKP1	-0.528331970290888	4.07773493460753e-07
NR3C1	-0.641009479605712	1.05942769472146e-09
DPYSL3	-0.926013002653006	3.07011215622529e-23
STC2	0.81900020672246	2.70229616941116e-15
RBP1	-0.61570203800534	4.52554412449758e-06
WNT5A	-0.908179628516031	3.83498450312498e-16
PFKFB4	1.03697369121167	2.6782308160034e-14
CBLB	0.701080652935412	8.71891244703083e-10
PODXL2	-3.24027214198071	0.00139440956347144
CSPG5	-1.17407591151005	3.10321262795823e-06
PEX5L	1.31149389131188	1.10734684736883e-13
ABCC5	0.759213965394162	3.86601432183984e-10
AADAC	1.11673087154343	1.6625032132947e-06
PLCH1	1.0189473753858	8.17812239043651e-05
NKTR	0.838587818337089	1.21849237072357e-14
EEF1B2	-0.537287666962278	5.61555297092181e-07
ADAM23	-0.749796241885299	8.52397996302589e-07
IL1A	0.55769389038044	5.43502519849797e-05
CCL20	-2.35457651002236	1.79018444451657e-25
KCNIP3	0.544941216013223	6.27796036899159e-05
CENPA	0.617802039022274	0.000361527866241106
FNDC4	-0.90346305878384	9.05720017497638e-08
PDE1A	-1.59742917737221	0.00729452940991456
IFIH1	1.04968120374412	5.49003275533139e-24
ELMOD3	0.766165470428968	1.63958184797881e-07
IGFBP5	0.558020319448231	1.56014973103817e-08
EFHD1	-1.22634950436891	8.18693447868487e-19
PLCD4	0.593785820030012	0.00176197611094411
WNT6	-1.34626909581836	0.00131469717118492
SLC9A2	-0.877385499494206	1.33278550515089e-05
FHL2	-0.620458337641206	9.07569091411526e-10
ABCB6	0.551231852222053	0.00270689497551638
ODC1	-1.08253369725272	6.74672105013263e-22
QPCT	0.515401923187273	0.00106718883592231
DLX2	-0.682977679829389	0.000250958366539333
MARK1	-0.677523943843729	0.000108143698189515
PAPPA2	1.38354203242202	0.00462861336709067
KCNC4	-0.525074597194902	2.58362314815259e-05
FBXO2	1.33108520253331	1.62333531055496e-24
FBXO6	1.74500613511139	1.0176141024374e-13
C1orf21	-0.893065749713742	8.23287272617129e-10
DNAJC6	-0.569972877668526	1.06078947117778e-05
LEPR	-0.986149655668651	1.77681477446237e-11
NCF2	0.537857475635905	1.43547881046074e-05
SLC35D1	-0.75981583457428	1.27324376123569e-10
RGS2	-0.853355934173751	0.0239227375382099
CTH	0.568109573920236	4.51600094158511e-05
OSCP1	-0.554053524812222	0.00643825645880461
SIPA1L2	0.925906322006208	1.13301684115139e-16
RIMS3	-0.682873880192542	0.00265860851216842
ST6GALNAC5	1.88028114432393	3.38709671618411e-07
RGS4	-1.99662556433404	1.18755024704415e-71
ID3	-0.592763094229699	2.83711525946482e-07
CR2	1.85406033852209	0.00177261667808019
PIK3R3	0.724314485190828	4.29616295887674e-09
F3	-0.984150828202862	1.63004935988731e-20
RSRP1	0.798067150811947	3.56095430205569e-11
NEK2	0.505065557305077	0.00167559445120555
CD3EAP	-0.784709746869062	1.94799578496472e-09
CTSD	-0.50985973065918	6.76450447626763e-07
